ID,Gender,Ever_Married,Graduated,Profession,Spending_Score,Family_Size,Var_1,Segmentation,Age_outlier,Family_Size_outlier,Work_Experience_outlier,Age_Bin,Work_Experience_Bin
460881,1,1,1,Lawyer,Low,2,Cat_4,D,False,False,False,65+,0-2
461891,1,1,1,Artist,Average,2,Cat_6,C,False,False,False,35-49,
464091,1,1,1,Lawyer,High,3,Cat_6,D,False,False,False,65+,
464535,1,1,1,Lawyer,High,2,Cat_6,A,False,False,False,50-64,0-2
461356,1,0,1,Entertainment,Low,2,Cat_6,A,False,False,False,18-34,
464570,1,1,1,Doctor,Average,2,Cat_6,A,False,False,False,18-34,
465233,1,1,1,Artist,Average,4,Cat_6,B,False,False,False,50-64,
467208,0,1,1,Homemaker,High,2,Cat_6,A,False,False,False,35-49,0-2
460877,0,1,0,Artist,Average,5,Cat_6,B,False,False,False,35-49,
463742,1,1,1,Artist,Average,4,Cat_6,C,False,False,False,50-64,
463691,0,0,0,Homemaker,Low,3,Cat_6,B,False,False,False,18-34,
463250,0,0,1,Doctor,Low,2,Cat_6,D,False,False,False,35-49,
463952,1,1,0,Artist,Low,3,Cat_4,A,False,False,False,50-64,3-5
461558,1,1,1,Engineer,Average,2,Cat_6,C,False,False,False,35-49,0-2
466567,0,0,1,Lawyer,Low,1,Cat_6,D,False,False,False,35-49,0-2
465379,1,0,0,Healthcare,Low,4,Cat_6,C,False,False,False,18-34,
463814,0,0,0,Healthcare,Low,3,Cat_5,D,False,False,False,18-34,3-5
462204,0,0,0,Marketing,Low,3,Cat_4,A,False,False,False,18-34,0-2
459384,1,1,1,Artist,Average,3,Cat_6,C,False,False,False,50-64,
459905,0,1,1,Artist,Low,2,Cat_6,C,False,False,False,35-49,3-5
464125,1,1,0,Doctor,Average,2,Cat_3,D,False,False,False,35-49,
467434,1,0,1,Entertainment,Low,3,Cat_1,B,False,False,False,35-49,
460956,0,1,1,Artist,Average,4,Cat_3,C,False,False,False,35-49,0-2
465179,0,1,1,Artist,High,2,Cat_6,C,False,False,False,50-64,0-2
463338,1,1,0,Entertainment,Low,2,Cat_3,D,False,False,False,18-34,0-2
467066,1,1,0,Artist,Low,1,Cat_6,B,False,False,False,50-64,
463845,1,1,1,Artist,Average,1,Cat_6,D,False,False,False,50-64,0-2
459976,0,0,1,Artist,Low,1,Cat_6,D,False,False,False,35-49,
461334,1,1,1,Artist,High,2,Cat_6,C,False,False,False,50-64,
465108,1,1,1,Doctor,Average,2,Cat_6,C,False,False,False,50-64,0-2
462600,1,1,0,Engineer,Average,3,Cat_4,D,False,False,False,18-34,0-2
464144,1,1,1,Artist,Average,4,Cat_6,C,False,False,False,50-64,
466911,1,1,0,Executive,High,7,Cat_6,B,False,False,False,65+,0-2
462806,1,1,0,Artist,Low,3,Cat_4,A,False,False,False,50-64,
463426,1,1,0,Executive,High,5,Cat_6,A,False,False,False,35-49,
462979,1,0,0,Doctor,Low,2,Cat_6,D,False,False,False,,0-2
462834,1,1,1,Homemaker,Low,2,Cat_1,D,False,False,False,18-34,0-2
460764,1,0,0,Lawyer,Low,1,Cat_6,D,False,False,False,65+,0-2
466466,0,0,0,Healthcare,Low,5,Cat_3,D,False,False,False,18-34,3-5
459749,1,1,1,Entertainment,Low,4,Cat_4,A,False,False,False,50-64,0-2
464406,0,0,1,Artist,Low,1,Cat_6,A,False,False,False,35-49,
467758,0,1,1,Doctor,Low,2,Cat_6,B,False,False,False,35-49,0-2
462059,1,0,1,Artist,Low,1,Cat_6,C,False,False,False,35-49,0-2
467905,1,1,1,Executive,High,3,Cat_6,D,False,False,False,35-49,
460765,1,1,0,Lawyer,Low,1,Cat_6,D,False,False,False,65+,0-2
465386,1,0,1,Artist,Low,2,Cat_2,C,False,False,False,35-49,
465827,1,0,0,Healthcare,Low,7,Cat_4,D,False,False,False,18-34,0-2
462332,0,1,1,Artist,High,2,Cat_7,A,False,False,False,35-49,0-2
464481,1,1,1,Executive,High,3,Cat_6,C,False,False,False,35-49,
461011,1,1,0,Executive,High,4,Cat_3,B,False,False,False,50-64,0-2
461094,0,0,1,Healthcare,Low,3,Cat_3,D,False,False,False,18-34,0-2
464524,0,1,0,Marketing,Low,2,Cat_6,A,False,False,False,18-34,0-2
466295,0,1,0,Engineer,Low,2,Cat_6,A,False,False,False,35-49,
461787,1,1,1,Artist,Average,2,Cat_6,C,False,False,False,65+,
467857,0,1,1,Engineer,Low,2,Cat_6,A,False,False,False,18-34,
466746,0,1,1,Lawyer,High,2,Cat_6,C,False,False,False,65+,
464857,1,0,0,Healthcare,Low,4,Cat_4,D,False,False,False,,3-5
459478,1,1,1,Artist,Low,1,Cat_6,A,False,False,False,35-49,0-2
460723,0,1,1,Engineer,High,2,Cat_4,B,False,False,False,35-49,0-2
459853,1,0,0,Executive,Low,5,Cat_6,A,False,False,False,18-34,3-5
459390,0,0,0,Artist,Low,2,Cat_6,B,False,False,False,35-49,0-2
460410,0,0,1,Artist,Low,4,Cat_6,D,False,False,False,35-49,0-2
462008,0,1,1,Artist,Low,4,Cat_5,B,False,False,False,35-49,3-5
459750,0,1,1,Engineer,Average,2,Cat_6,A,False,False,False,35-49,
459880,0,1,1,Artist,Average,5,Cat_7,C,False,False,False,35-49,
459261,0,0,1,Doctor,Low,3,Cat_6,C,False,False,False,18-34,
465656,1,1,0,Lawyer,Low,2,Cat_6,B,False,False,False,65+,0-2
465395,0,1,0,Engineer,Average,5,Cat_4,B,False,False,False,35-49,
461740,1,1,1,Lawyer,Low,1,Cat_6,B,False,False,False,65+,0-2
464173,1,1,1,Artist,Average,3,Cat_6,C,False,False,False,65+,3-5
467959,0,0,0,Engineer,Low,1,Cat_2,A,False,False,False,18-34,
467688,0,1,1,Engineer,Average,2,Cat_6,C,False,False,False,35-49,
460043,0,1,1,Artist,Average,2,Cat_6,B,False,False,False,35-49,0-2
466590,0,0,1,Healthcare,Low,4,Cat_6,C,False,False,False,18-34,
465662,1,1,0,Executive,Low,1,Cat_6,C,False,False,False,65+,0-2
459231,0,1,1,Artist,Average,4,Cat_6,C,False,False,False,35-49,0-2
466495,0,1,1,Lawyer,High,2,Cat_6,B,False,False,False,65+,0-2
459192,1,1,1,Artist,Average,3,Cat_6,C,False,False,False,18-34,0-2
465710,0,0,1,Artist,Low,1,Cat_6,C,False,False,False,35-49,0-2
460258,0,0,1,Healthcare,Low,5,Cat_6,D,False,False,False,18-34,0-2
462813,1,1,0,Executive,Average,5,Cat_6,A,False,False,False,35-49,
463595,0,0,0,Healthcare,Low,5,Cat_4,C,False,False,False,18-34,0-2
467768,1,1,1,Doctor,Average,2,Cat_6,C,False,False,False,50-64,
465291,0,1,1,Artist,Average,3,Cat_6,C,False,False,False,35-49,3-5
463497,1,0,1,Artist,Low,5,Cat_6,D,False,False,False,18-34,
465301,0,1,1,Artist,Low,3,Cat_3,B,False,False,False,35-49,
464702,1,1,0,Artist,Average,2,Cat_4,C,False,False,False,50-64,0-2
459012,1,1,1,Artist,Low,5,Cat_6,B,False,False,False,35-49,0-2
465053,1,1,1,Executive,High,2,Cat_6,C,False,False,False,65+,
459420,0,1,1,Lawyer,Low,2,Cat_6,B,False,False,False,65+,
464166,1,0,1,Artist,Low,2,Cat_6,B,False,False,False,18-34,3-5
458987,0,1,1,Lawyer,High,2,Cat_6,C,False,False,False,65+,
467745,1,1,1,Artist,Average,4,Cat_6,C,False,False,False,35-49,0-2
461081,0,0,0,Healthcare,Low,6,Cat_6,D,False,False,False,18-34,0-2
467896,0,0,0,Healthcare,Low,3,Cat_6,D,False,False,False,18-34,3-5
462594,1,1,0,Entertainment,Average,5,Cat_4,B,False,False,False,50-64,0-2
462206,0,0,1,Artist,Low,1,Cat_4,B,False,False,False,18-34,0-2
460697,1,1,1,Artist,Average,4,Cat_6,C,False,False,False,35-49,3-5
467934,0,0,1,Artist,Low,1,Cat_6,A,False,False,False,35-49,0-2
460054,1,1,1,Artist,Low,2,Cat_6,C,False,False,False,35-49,0-2
467910,0,0,0,Doctor,Low,3,Cat_7,A,False,False,False,18-34,0-2
467335,0,1,0,Engineer,Average,2,Cat_6,D,False,False,False,35-49,3-5
460263,1,1,1,Artist,Low,2,Cat_6,B,False,False,False,35-49,
459340,1,1,1,Artist,Average,3,Cat_6,B,False,False,False,50-64,0-2
465622,0,1,1,Artist,Low,2,Cat_6,C,False,False,False,35-49,3-5
467539,1,1,1,Artist,Average,4,Cat_7,C,False,False,False,35-49,0-2
466544,1,1,1,Executive,Average,3,Cat_6,A,False,False,False,35-49,0-2
463610,0,1,1,Artist,Average,2,Cat_6,A,False,False,False,18-34,
465539,0,1,1,Artist,High,5,Cat_6,B,False,False,False,35-49,0-2
459823,1,1,1,Executive,Low,2,Cat_6,A,False,False,False,65+,0-2
467614,1,1,0,Artist,Average,2,Cat_6,B,False,False,False,18-34,3-5
459073,0,0,1,Healthcare,Low,3,Cat_6,C,False,False,False,18-34,
460022,0,1,1,Healthcare,Low,2,Cat_6,A,False,False,False,35-49,3-5
459929,1,1,1,Entertainment,Low,2,Cat_6,A,False,False,False,50-64,
461149,0,0,0,Healthcare,Low,3,Cat_3,D,False,False,False,18-34,
466068,0,1,1,Artist,Low,1,Cat_6,C,False,False,False,50-64,0-2
461513,1,0,1,Doctor,Low,2,Cat_6,B,False,False,False,18-34,
464761,0,1,0,Engineer,Average,4,Cat_2,B,False,False,False,35-49,0-2
466236,0,1,1,Engineer,Low,2,Cat_4,B,False,False,False,65+,
459664,1,0,1,Artist,Low,1,Cat_6,B,False,False,False,35-49,0-2
461967,0,0,0,Marketing,Low,4,Cat_7,C,False,False,False,18-34,0-2
460516,0,1,0,Lawyer,High,1,Cat_3,C,False,False,False,65+,
461710,0,1,1,Doctor,Average,4,Cat_6,C,False,False,False,35-49,0-2
462742,1,0,0,Healthcare,Low,3,Cat_3,D,False,False,False,,
459528,0,1,1,Doctor,Average,2,Cat_6,C,False,False,False,50-64,
462691,1,1,0,Doctor,Average,2,Cat_4,B,False,False,False,18-34,0-2
462934,1,1,0,Executive,High,2,Cat_6,A,False,False,False,50-64,0-2
465837,1,0,1,Lawyer,Low,1,Cat_6,A,False,False,False,50-64,
464613,0,0,1,Artist,Low,3,Cat_6,B,False,False,False,18-34,
467515,1,1,1,Engineer,Average,2,Cat_6,A,False,False,False,18-34,
464024,1,0,0,Healthcare,Low,5,Cat_7,D,False,False,False,18-34,
461825,0,0,0,Engineer,Low,1,Cat_6,A,False,False,False,50-64,0-2
467271,1,1,1,Artist,Average,4,Cat_6,B,False,False,False,35-49,3-5
465634,1,0,1,Healthcare,Low,4,Cat_4,B,False,False,False,18-34,0-2
464801,1,0,0,Marketing,Low,1,Cat_4,D,False,False,False,35-49,0-2
459429,0,1,1,Healthcare,Low,2,Cat_6,D,False,False,False,18-34,0-2
459888,0,1,0,Lawyer,High,2,Cat_6,D,False,False,False,65+,0-2
463467,0,0,0,Healthcare,Low,4,Cat_4,D,False,False,False,18-34,
462036,0,1,1,Lawyer,High,2,Cat_6,B,False,False,False,65+,
461282,1,0,0,Healthcare,Low,4,Cat_4,D,False,False,False,18-34,
464464,1,0,0,Healthcare,Low,4,Cat_2,C,False,False,False,18-34,
462410,0,0,0,Healthcare,Low,5,Cat_7,B,False,False,False,18-34,0-2
467252,0,0,1,Artist,Low,4,Cat_6,D,False,False,False,18-34,
459756,0,1,0,Lawyer,High,4,Cat_4,B,False,False,False,50-64,0-2
463789,0,1,1,Artist,Low,2,Cat_6,C,False,False,False,50-64,0-2
466947,1,1,0,Executive,High,5,Cat_6,C,False,False,False,50-64,0-2
464150,0,1,1,Artist,Average,3,Cat_6,C,False,False,False,50-64,
465693,0,1,1,Healthcare,High,4,Cat_4,A,False,False,False,18-34,0-2
461670,1,1,1,Artist,Average,6,Cat_6,C,False,False,False,50-64,
466768,0,1,1,Artist,Low,4,Cat_6,C,False,False,False,35-49,
462438,1,0,0,Doctor,Low,3,Cat_2,D,False,False,False,18-34,0-2
460704,1,1,1,Artist,Low,2,Cat_6,B,False,False,False,35-49,0-2
464884,1,1,1,Artist,Low,2,Cat_4,A,False,False,False,35-49,0-2
467050,0,0,0,Engineer,Low,5,Cat_2,B,False,False,False,18-34,
460738,0,0,0,Engineer,Low,2,Cat_7,A,False,False,False,35-49,0-2
459488,1,1,0,Artist,Average,4,Cat_6,A,False,False,False,35-49,0-2
467773,1,1,1,Lawyer,High,3,Cat_6,C,False,False,False,65+,0-2
465425,0,0,0,Engineer,Low,4,Cat_6,B,False,False,False,18-34,0-2
462318,0,1,0,Lawyer,Average,2,Cat_6,A,False,False,False,65+,
466078,0,1,0,Executive,Low,1,Cat_6,A,False,False,False,50-64,0-2
459375,1,1,0,Executive,High,4,Cat_6,A,False,False,False,,
463862,1,1,1,Artist,Average,3,Cat_6,C,False,False,False,35-49,3-5
460144,0,0,1,Doctor,Low,2,Cat_3,A,False,False,False,35-49,0-2
462721,0,1,0,Lawyer,High,3,Cat_6,D,False,False,False,65+,0-2
459637,0,0,0,Engineer,Low,4,Cat_6,C,False,False,False,18-34,0-2
465809,0,0,0,Homemaker,Low,7,Cat_4,B,False,False,False,18-34,0-2
466915,0,1,0,Entertainment,High,2,Cat_2,D,False,False,False,65+,0-2
467343,1,0,1,Artist,Low,1,Cat_6,B,False,False,False,65+,0-2
466268,0,1,1,Artist,Average,3,Cat_4,C,False,False,False,65+,
464868,1,1,1,Entertainment,Low,6,Cat_4,A,False,False,False,35-49,3-5
464038,1,1,1,Artist,Low,2,Cat_6,A,False,False,False,35-49,0-2
460176,0,0,1,Entertainment,Low,4,Cat_6,C,False,False,False,18-34,
462161,0,0,1,Doctor,Low,3,Cat_6,D,False,False,False,18-34,
464841,1,1,0,Entertainment,High,3,Cat_4,D,False,False,False,18-34,
464893,1,1,1,Artist,Low,2,Cat_4,B,False,False,False,35-49,
464443,0,1,1,Artist,Average,2,Cat_6,B,False,False,False,18-34,0-2
467619,1,1,1,Lawyer,High,2,Cat_6,B,False,False,False,50-64,0-2
462075,0,0,1,Artist,Low,1,Cat_6,B,False,False,False,35-49,0-2
466921,0,0,0,Healthcare,Low,3,Cat_6,D,False,False,False,18-34,0-2
463544,1,1,1,Executive,Average,4,Cat_6,C,False,False,False,35-49,0-2
461167,1,1,1,Marketing,High,2,Cat_3,A,False,False,False,18-34,0-2
467364,1,1,1,Artist,Average,3,Cat_3,C,False,False,False,35-49,0-2
462408,1,0,1,Artist,Low,2,Cat_6,A,False,False,False,18-34,0-2
466224,0,0,1,Healthcare,Low,1,Cat_2,C,False,False,False,35-49,
465151,1,1,1,Artist,Low,1,Cat_6,B,False,False,False,50-64,
467216,0,0,1,Entertainment,Low,1,Cat_6,D,False,False,False,18-34,0-2
460586,1,0,1,Healthcare,Low,2,Cat_3,A,False,False,False,18-34,0-2
461197,1,0,0,Marketing,Low,1,Cat_3,D,False,False,False,18-34,
462776,0,1,1,Engineer,Average,3,Cat_6,C,False,False,False,50-64,0-2
465058,0,0,1,Entertainment,Low,1,Cat_6,B,False,False,False,35-49,0-2
464088,1,0,0,Doctor,Low,3,Cat_6,D,False,False,False,18-34,0-2
464695,1,0,0,Engineer,Low,4,Cat_4,D,False,False,False,18-34,
462331,0,0,0,Entertainment,Low,2,Cat_6,D,False,False,False,18-34,
466523,1,1,1,Executive,High,3,Cat_3,B,False,False,False,35-49,0-2
465337,0,1,0,Engineer,Low,3,Cat_7,A,False,False,False,35-49,0-2
460834,1,1,0,Doctor,Low,2,Cat_1,A,False,False,False,18-34,0-2
466824,1,1,1,Artist,High,3,Cat_6,A,False,False,False,35-49,0-2
465091,1,1,1,Entertainment,Average,3,Cat_6,C,False,False,False,50-64,0-2
459532,0,1,1,Healthcare,Low,2,Cat_6,D,False,False,False,18-34,0-2
466999,1,0,1,Healthcare,Low,3,Cat_6,D,False,False,False,18-34,0-2
466597,0,0,0,Healthcare,Low,2,Cat_6,D,False,False,False,18-34,0-2
464075,0,1,1,Lawyer,High,2,Cat_6,B,False,False,False,65+,
463394,1,1,1,Marketing,High,2,Cat_6,B,False,False,False,35-49,0-2
462163,0,1,1,Artist,Average,2,Cat_3,C,False,False,False,18-34,3-5
463895,0,1,0,Doctor,Average,2,Cat_6,B,False,False,False,65+,
464763,0,1,0,Engineer,Average,4,Cat_4,B,False,False,False,35-49,0-2
460718,1,1,0,Executive,Low,2,Cat_4,D,False,False,False,50-64,0-2
461989,0,1,1,Engineer,Average,4,Cat_2,C,False,False,False,50-64,
466374,1,1,0,Lawyer,Low,1,Cat_4,B,False,False,False,65+,0-2
463738,1,1,0,Executive,High,4,Cat_6,A,False,False,False,35-49,
465967,1,1,0,Doctor,Low,3,Cat_6,A,False,False,False,35-49,3-5
462260,1,1,1,Lawyer,Low,2,Cat_6,C,False,False,False,65+,
467234,0,0,0,Homemaker,Low,4,Cat_6,D,False,False,False,18-34,
466573,0,0,1,Artist,Low,2,Cat_6,B,False,False,False,35-49,3-5
463229,0,0,0,Marketing,Low,1,Cat_5,B,False,False,False,18-34,
459768,1,0,0,Healthcare,Low,4,Cat_6,D,False,False,False,18-34,
462541,1,1,1,Engineer,High,2,Cat_6,B,False,False,False,65+,3-5
467730,1,0,0,Healthcare,Low,4,Cat_6,D,False,False,False,,0-2
459474,1,0,1,Doctor,Low,1,Cat_2,D,False,False,False,18-34,3-5
460093,0,0,1,Artist,Low,1,Cat_3,A,False,False,False,35-49,3-5
467865,0,0,1,Artist,Low,1,Cat_4,A,False,False,False,18-34,0-2
464184,0,1,0,Engineer,Average,2,Cat_6,B,False,False,False,35-49,3-5
462618,0,0,1,Healthcare,Low,5,Cat_4,D,False,False,False,18-34,0-2
464226,0,1,1,Artist,Average,3,Cat_6,C,False,False,False,50-64,0-2
465432,0,1,1,Engineer,Average,4,Cat_4,B,False,False,False,50-64,
464087,0,0,0,Engineer,Low,4,Cat_6,C,False,False,False,18-34,0-2
466627,1,0,0,Healthcare,Low,5,Cat_6,C,False,False,False,18-34,
467380,0,1,1,Artist,Average,4,Cat_6,C,False,False,False,50-64,
462083,1,0,0,Healthcare,Low,5,Cat_6,D,False,False,False,18-34,0-2
460910,1,0,1,Healthcare,Low,2,Cat_6,A,False,False,False,18-34,
464306,1,0,1,Artist,Low,1,Cat_6,B,False,False,False,18-34,0-2
466835,1,1,0,Entertainment,Average,4,Cat_7,B,False,False,False,50-64,0-2
465192,1,1,0,Artist,Low,1,Cat_6,A,False,False,False,50-64,
463380,0,1,1,Engineer,Low,1,Cat_3,A,False,False,False,65+,0-2
467086,0,1,1,Lawyer,Low,3,Cat_6,A,False,False,False,65+,
467264,1,1,0,Marketing,High,5,Cat_6,C,False,False,False,18-34,0-2
461646,0,1,1,Artist,High,4,Cat_6,C,False,False,False,50-64,0-2
463570,1,1,1,Artist,Average,4,Cat_6,C,False,False,False,18-34,0-2
465277,0,0,1,Engineer,Low,1,Cat_6,B,False,False,False,50-64,0-2
467426,0,1,0,Lawyer,Low,2,Cat_6,B,False,False,False,65+,0-2
466258,0,0,0,Healthcare,Low,3,Cat_6,B,False,False,False,18-34,0-2
463719,0,0,0,Doctor,Low,1,Cat_6,D,False,False,False,18-34,
465175,0,0,0,Homemaker,Low,4,Cat_6,D,False,False,False,18-34,
466610,1,0,0,Marketing,Low,5,Cat_6,A,False,False,False,18-34,
459036,0,1,1,Lawyer,Average,3,Cat_3,A,False,False,False,18-34,0-2
464047,1,0,1,Healthcare,Low,3,Cat_6,D,False,False,False,35-49,0-2
459496,0,0,1,Artist,Low,3,Cat_6,A,False,False,False,35-49,0-2
459997,1,0,1,Entertainment,Low,2,Cat_4,A,False,False,False,35-49,0-2
463382,0,1,1,Engineer,High,3,Cat_6,B,False,False,False,35-49,3-5
460967,1,0,1,Entertainment,Low,2,Cat_6,A,False,False,False,18-34,0-2
465094,1,1,0,Artist,High,2,Cat_6,B,False,False,False,50-64,0-2
461229,0,1,1,Healthcare,Average,2,Cat_6,A,False,False,False,18-34,
466442,1,0,1,Artist,Low,1,Cat_6,D,False,False,False,35-49,0-2
460011,1,1,1,Entertainment,Average,5,Cat_5,C,False,False,False,35-49,0-2
465177,0,0,1,Entertainment,Low,2,Cat_6,D,False,False,False,50-64,0-2
467531,1,1,1,Lawyer,Low,1,Cat_6,D,False,False,False,65+,0-2
465409,0,0,0,Doctor,Low,4,Cat_6,D,False,False,False,18-34,0-2
462842,1,0,0,Doctor,Low,4,Cat_2,D,False,False,False,18-34,3-5
466265,1,0,0,Doctor,Low,1,Cat_3,C,False,False,False,18-34,0-2
459789,1,1,0,Artist,Average,2,Cat_6,C,False,False,False,50-64,0-2
464223,0,1,1,Artist,Low,2,Cat_6,C,False,False,False,50-64,0-2
460280,1,1,1,Entertainment,Low,1,Cat_6,D,False,False,False,35-49,
460331,0,0,0,Artist,Low,1,Cat_6,A,False,False,False,18-34,3-5
461494,1,1,0,Engineer,Average,2,Cat_6,B,False,False,False,18-34,
460035,0,0,1,Artist,Low,6,Cat_6,A,False,False,False,18-34,
463812,0,1,1,Artist,Average,2,Cat_4,B,False,False,False,18-34,
465569,1,1,1,Artist,High,3,Cat_6,A,False,False,False,18-34,0-2
466333,0,1,1,Artist,Average,2,Cat_6,C,False,False,False,35-49,0-2
467668,0,1,1,Artist,Average,3,Cat_7,C,False,False,False,35-49,0-2
460909,0,0,0,Healthcare,Low,2,Cat_6,D,False,False,False,18-34,0-2
467777,1,0,1,Doctor,Low,1,Cat_6,C,False,False,False,35-49,0-2
463717,0,1,1,Artist,Average,4,Cat_6,C,False,False,False,65+,0-2
463652,0,0,1,Artist,Low,1,Cat_6,D,False,False,False,18-34,0-2
462149,0,1,0,Lawyer,High,1,Cat_6,D,False,False,False,65+,0-2
462769,0,1,0,Homemaker,High,4,Cat_6,B,False,False,False,35-49,3-5
465532,0,1,1,Entertainment,Average,3,Cat_4,A,False,False,False,35-49,3-5
462829,1,1,0,Executive,Average,3,Cat_6,D,False,False,False,18-34,0-2
459210,0,1,1,Artist,High,2,Cat_6,C,False,False,False,65+,0-2
464659,0,0,0,Engineer,Low,1,Cat_4,D,False,False,False,18-34,0-2
461411,1,0,0,Healthcare,Low,2,Cat_6,D,False,False,False,18-34,0-2
467759,0,1,1,Doctor,Low,2,Cat_6,C,False,False,False,35-49,
461475,0,1,1,Doctor,Average,3,Cat_1,C,False,False,False,50-64,0-2
462714,0,1,1,Engineer,High,5,Cat_2,B,False,False,False,35-49,0-2
466890,1,1,1,Artist,Average,6,Cat_7,B,False,False,False,35-49,
462888,1,1,1,Executive,High,3,Cat_6,B,False,False,False,35-49,0-2
467479,1,1,1,Executive,Average,4,Cat_6,C,False,False,False,18-34,0-2
466799,0,0,0,Healthcare,Low,3,Cat_6,D,False,False,False,18-34,0-2
460873,1,1,1,Entertainment,Average,3,Cat_4,B,False,False,False,35-49,
466776,1,1,1,Lawyer,Low,1,Cat_6,B,False,False,False,65+,
459462,1,1,1,Artist,High,2,Cat_6,B,False,False,False,65+,
465727,1,0,0,Marketing,Low,5,Cat_4,D,False,False,False,35-49,0-2
462348,0,1,1,Lawyer,High,2,Cat_6,B,False,False,False,65+,0-2
460941,1,1,0,Engineer,Low,1,Cat_6,A,False,False,False,65+,0-2
461629,1,1,1,Artist,Low,3,Cat_6,B,False,False,False,50-64,
460916,1,1,0,Entertainment,Average,2,Cat_6,B,False,False,False,50-64,0-2
459196,0,0,0,Healthcare,Low,3,Cat_4,D,False,False,False,18-34,0-2
465444,0,0,1,Entertainment,Low,4,Cat_6,B,False,False,False,18-34,
464186,0,1,1,Artist,Average,2,Cat_6,C,False,False,False,35-49,3-5
466412,1,1,1,Artist,Average,3,Cat_6,B,False,False,False,18-34,0-2
467880,0,1,1,Artist,Average,2,Cat_6,C,False,False,False,35-49,0-2
